image,classname,pbox,gtbox,ioubox,iou
3003 brick 2x2 000L.jpg,3003 brick 2x2,"[159, 117, 510, 522, '3003 brick 2x2', 0.22572681307792664]","[95, 63, 328, 336]","(159.0, 117.0, 328.0, 336.0)",0.219320545412526
3022 Plate 2x2 000L.jpg,3022 Plate 2x2,"[145, 179, 491, 485, '3022 Plate 2x2', 0.27225127816200256]","[79, 105, 312, 312]","(145.0, 179.0, 312.0, 312.0)",0.16839782859222419
3022 Plate 2x2 012L.jpg,3022 Plate 2x2,"[149, 190, 514, 477, '3022 Plate 2x2', 0.2617518901824951]","[87, 111, 327, 312]","(149.0, 190.0, 327.0, 312.0)",0.16541868844217278
3038 roof tile 2x3 006R.jpg,3038 roof tile 2x3,"[74, 229, 531, 560, '3038 roof tile 2x3', 0.24856053292751312]","[38, 87, 350, 351]","(74.0, 229.0, 350.0, 351.0)",0.1683911523631872
3038 roof tile 2x3 000R.jpg,3038 roof tile 2x3,"[318, 29, 508, 628, '3038 roof tile 2x3', 0.2816726863384247]","[127, 31, 336, 360]","(318.0, 31.0, 336.0, 360.0)",0.0335241071276939
3040 roof tile 1x2 005R.jpg,3040 roof tile 1x2,"[161, 231, 486, 493, '3040 roof tile 1x2', 0.20205765962600708]","[104, 138, 296, 312]","(161.0, 231.0, 296.0, 312.0)",0.1016046755804986
3040 roof tile 1x2 013L.jpg,3040 roof tile 1x2,"[189, 149, 485, 454, '3040 roof tile 1x2', 0.2614946961402893]","[111, 87, 304, 287]","(189.0, 149.0, 304.0, 287.0)",0.14043005043801435
3040 roof tile 1x2 015R.jpg,3040 roof tile 1x2,"[168, 153, 406, 479, '3040 roof tile 1x2', 0.27597978711128235]","[104, 95, 256, 296]","(168.0, 153.0, 256.0, 296.0)",0.13169241073297333
3040 roof tile 1x2 034L.jpg,3040 roof tile 1x2,"[208, 156, 451, 492, '3040 roof tile 1x2', 0.23812802135944366]","[127, 95, 280, 309]","(208.0, 156.0, 280.0, 309.0)",0.10656451332056416
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[164, 21, 483, 624, '3659 brick bow 1x4', 0.26135343313217163]","[79, 12, 312, 400]","(164.0, 21.0, 312.0, 400.0)",0.2474621584777804
4286 roof tile 1x3 007R.jpg,4286 roof tile 1x3,"[161, 174, 519, 481, '4286 roof tile 1x3', 0.2451440542936325]","[88, 103, 326, 312]","(161.0, 174.0, 326.0, 312.0)",0.16635251830096875
4286 roof tile 1x3 009L.jpg,4286 roof tile 1x3,"[123, 114, 503, 525, '4286 roof tile 1x3', 0.26320740580558777]","[64, 61, 320, 336]","(123.0, 114.0, 320.0, 336.0)",0.23918488782910208
4286 roof tile 1x3 002L.jpg,4286 roof tile 1x3,"[147, 81, 366, 562, '4286 roof tile 1x3', 0.24722281098365784]","[80, 55, 248, 355]","(147.0, 81.0, 248.0, 355.0)",0.21609339007535236
4490 brick bow 1x3 004R.jpg,4490 brick bow 1x3,"[107, 131, 532, 479, '4490 brick bow 1x3', 0.23729054629802704]","[62, 73, 336, 304]","(107.0, 131.0, 336.0, 304.0)",0.23089924640248985
4490 brick bow 1x3 007R.jpg,4490 brick bow 1x3,"[105, 199, 548, 426, '4490 brick bow 1x3', 0.2055501788854599]","[63, 103, 336, 279]","(105.0, 199.0, 336.0, 279.0)",0.1420129256353311
4490 brick bow 1x3 014L.jpg,4490 brick bow 1x3,"[97, 129, 557, 478, '4490 brick bow 1x3', 0.2182987928390503]","[55, 75, 352, 311]","(97.0, 129.0, 352.0, 311.0)",0.2519243087144858
4490 brick bow 1x3 010R.jpg,4490 brick bow 1x3,"[110, 216, 547, 447, '4490 brick bow 1x3', 0.28209879994392395]","[59, 127, 344, 288]","(110.0, 216.0, 344.0, 288.0)",0.129615952732644
33909 plate 2 knobs 2x2 014L.jpg,33909 plate 2 knobs 2x2,"[147, 124, 518, 509, '33909 plate 2 knobs 2x2', 0.397612988948822]","[79, 72, 335, 327]","(147.0, 124.0, 335.0, 327.0)",0.22455884343134197
33909 plate 2 knobs 2x2 042L.jpg,33909 plate 2 knobs 2x2,"[178, 114, 433, 521, '33909 plate 2 knobs 2x2', 0.226783886551857]","[95, 63, 277, 328]","(178.0, 114.0, 277.0, 328.0)",0.1619365736954345
