image,classname,pbox,gtbox,ioubox,iou
2357 brick corner 1x2x2 011R.jpg,2357 brick corner 1x2x2,"[89, 92, 323, 311, '2357 brick corner 1x2x2', 0.9472270607948303]","[88, 95, 320, 312]","(89.0, 95.0, 320.0, 311.0)",0.965218400588076
2357 brick corner 1x2x2 012R.jpg,2357 brick corner 1x2x2,"[71, 110, 324, 304, '2357 brick corner 1x2x2', 0.9703297019004822]","[71, 111, 328, 304]","(71.0, 111.0, 324.0, 304.0)",0.979439964696915
2357 brick corner 1x2x2 014L.jpg,2357 brick corner 1x2x2,"[72, 57, 329, 290, '2357 brick corner 1x2x2', 0.9715681672096252]","[71, 55, 328, 288]","(72.0, 57.0, 328.0, 288.0)",0.9754230858047702
2357 brick corner 1x2x2 021L.jpg,2357 brick corner 1x2x2,"[76, 103, 315, 315, '2357 brick corner 1x2x2', 0.9536261558532715]","[79, 104, 312, 312]","(79.0, 104.0, 312.0, 312.0)",0.9565011447067182
2357 brick corner 1x2x2 023R.jpg,2357 brick corner 1x2x2,"[74, 125, 324, 278, '2357 brick corner 1x2x2', 0.919347882270813]","[71, 127, 325, 280]","(74.0, 127.0, 324.0, 278.0)",0.9590467964026218
2420 plate corner 2x2 004R.jpg,2420 plate corner 2x2,"[92, 112, 302, 271, '2420 plate corner 2x2', 0.9819338917732239]","[95, 111, 304, 272]","(95.0, 112.0, 302.0, 271.0)",0.9644552540584891
2420 plate corner 2x2 015L.jpg,2420 plate corner 2x2,"[73, 90, 334, 272, '2420 plate corner 2x2', 0.9708349108695984]","[71, 87, 328, 272]","(73.0, 90.0, 328.0, 272.0)",0.9542118140510311
2420 plate corner 2x2 031L.jpg,2420 plate corner 2x2,"[77, 67, 277, 318, '2420 plate corner 2x2', 0.9516456723213196]","[79, 71, 275, 320]","(79.0, 71.0, 275.0, 318.0)",0.95691018342821
2420 plate corner 2x2 033R.jpg,2420 plate corner 2x2,"[80, 132, 266, 274, '2420 plate corner 2x2', 0.9779778718948364]","[81, 135, 264, 272]","(81.0, 135.0, 264.0, 272.0)",0.9492276238073603
2420 plate corner 2x2 047R.jpg,2420 plate corner 2x2,"[76, 113, 274, 302, '2420 plate corner 2x2', 0.990813672542572]","[75, 111, 272, 304]","(76.0, 113.0, 272.0, 302.0)",0.9647126227245502
2780 Peg with friction 001L.jpg,2780 Peg with friction,"[130, 145, 269, 252, '2780 Peg with friction', 0.9278701543807983]","[132, 144, 272, 256]","(132.0, 145.0, 269.0, 252.0)",0.9222977224109727
2780 Peg with friction 015L.jpg,2780 Peg with friction,"[104, 159, 296, 241, '2780 Peg with friction', 0.9493629336357117]","[103, 159, 296, 240]","(104.0, 159.0, 296.0, 240.0)",0.9827488151658768
2780 Peg with friction 020L.jpg,2780 Peg with friction,"[103, 159, 296, 241, '2780 Peg with friction', 0.9396904110908508]","[103, 159, 296, 240]","(103.0, 159.0, 296.0, 240.0)",0.9878048780487805
2780 Peg with friction 034L.jpg,2780 Peg with friction,"[123, 112, 277, 286, '2780 Peg with friction', 0.9674985408782959]","[120, 112, 275, 287]","(123.0, 112.0, 275.0, 286.0)",0.9626906417209624
2780 Peg with friction 045L.jpg,2780 Peg with friction,"[120, 109, 283, 289, '2780 Peg with friction', 0.9633392691612244]","[122, 111, 280, 288]","(122.0, 111.0, 280.0, 288.0)",0.9531697341513292
3001 brick 2x4 006R.jpg,3001 brick 2x4,"[0, 55, 382, 363, '3001 brick 2x4', 0.9588409662246704]","[0, 56, 384, 360]","(0.0, 56.0, 382.0, 360.0)",0.9819387133869986
3001 brick 2x4 012R.jpg,3001 brick 2x4,"[93, 12, 296, 366, '3001 brick 2x4', 0.7688204646110535]","[95, 15, 295, 368]","(95.0, 15.0, 295.0, 366.0)",0.9714649469984225
3001 brick 2x4 018R.jpg,3001 brick 2x4,"[18, 99, 355, 300, '3001 brick 2x4', 0.9878138303756714]","[16, 103, 360, 297]","(18.0, 103.0, 355.0, 297.0)",0.94620450104928
3001 brick 2x4 043L.jpg,3001 brick 2x4,"[0, 78, 398, 309, '3001 brick 2x4', 0.9880103468894958]","[0, 79, 400, 312]","(0.0, 79.0, 398.0, 309.0)",0.9780123506912541
3001 brick 2x4 048R.jpg,3001 brick 2x4,"[34, 98, 354, 322, '3001 brick 2x4', 0.9686078429222107]","[34, 95, 352, 320]","(34.0, 98.0, 352.0, 320.0)",0.9719415149929785
3002 brick 2x3 008R.jpg,3002 brick 2x3,"[58, 33, 360, 352, '3002 brick 2x3', 0.9843155741691589]","[55, 31, 360, 352]","(58.0, 33.0, 360.0, 352.0)",0.9839946887288699
3002 brick 2x3 038R.jpg,3002 brick 2x3,"[67, 35, 319, 352, '3002 brick 2x3', 0.9811652898788452]","[63, 39, 320, 351]","(67.0, 39.0, 319.0, 351.0)",0.9653749815824371
3002 brick 2x3 039R.jpg,3002 brick 2x3,"[67, 98, 313, 323, '3002 brick 2x3', 0.510225772857666]","[64, 95, 312, 326]","(67.0, 98.0, 312.0, 323.0)",0.958478952584633
3002 brick 2x3 058R.jpg,3002 brick 2x3,"[37, 88, 359, 291, '3002 brick 2x3', 0.9762726426124573]","[39, 87, 359, 288]","(39.0, 88.0, 359.0, 288.0)",0.9743324300459764
3003 brick 2x2 004R.jpg,3003 brick 2x2,"[85, 96, 301, 302, '3003 brick 2x2', 0.9798210859298706]","[87, 95, 302, 304]","(87.0, 96.0, 301.0, 302.0)",0.9721481024103028
3003 brick 2x2 008R.jpg,3003 brick 2x2,"[78, 91, 323, 288, '3003 brick 2x2', 0.9275524616241455]","[79, 95, 320, 288]","(79.0, 95.0, 320.0, 288.0)",0.9637004040194758
3003 brick 2x2 012L.jpg,3003 brick 2x2,"[95, 98, 318, 299, '3003 brick 2x2', 0.9705073237419128]","[95, 95, 320, 301]","(95.0, 98.0, 318.0, 299.0)",0.9670550161812298
3003 brick 2x2 022L.jpg,3003 brick 2x2,"[75, 99, 326, 317, '3003 brick 2x2', 0.7522000074386597]","[71, 103, 328, 320]","(75.0, 103.0, 326.0, 317.0)",0.9461187536328889
3003 brick 2x2 024R.jpg,3003 brick 2x2,"[81, 70, 307, 319, '3003 brick 2x2', 0.9545096755027771]","[80, 74, 312, 320]","(81.0, 74.0, 307.0, 319.0)",0.9550503656685525
3004 brick 1x2 002R.jpg,3004 brick 1x2,"[103, 91, 284, 303, '3004 brick 1x2', 0.9802556037902832]","[103, 89, 288, 304]","(103.0, 91.0, 284.0, 303.0)",0.9647265870521684
3004 brick 1x2 011L.jpg,3004 brick 1x2,"[97, 92, 311, 288, '3004 brick 1x2', 0.9751076102256775]","[96, 95, 310, 286]","(97.0, 95.0, 310.0, 286.0)",0.9655393378426487
3004 brick 1x2 015L.jpg,3004 brick 1x2,"[81, 123, 310, 289, '3004 brick 1x2', 0.986889123916626]","[81, 127, 310, 288]","(81.0, 127.0, 310.0, 288.0)",0.9698795180722891
3004 brick 1x2 022R.jpg,3004 brick 1x2,"[124, 84, 268, 301, '3004 brick 1x2', 0.9749028086662292]","[127, 87, 264, 300]","(127.0, 87.0, 264.0, 300.0)",0.9338517665130568
3004 brick 1x2 028L.jpg,3004 brick 1x2,"[114, 99, 299, 310, '3004 brick 1x2', 0.986884593963623]","[114, 98, 296, 312]","(114.0, 99.0, 296.0, 310.0)",0.9702129809757207
3005 brick 1x1 000L.jpg,3005 brick 1x1,"[121, 119, 289, 275, '3005 brick 1x1', 0.9735059142112732]","[119, 122, 288, 280]","(121.0, 122.0, 288.0, 275.0)",0.9339157132936146
3005 brick 1x1 012L.jpg,3005 brick 1x1,"[122, 109, 285, 270, '3005 brick 1x1', 0.9423288106918335]","[119, 111, 282, 272]","(122.0, 111.0, 282.0, 270.0)",0.9406196849811432
3005 brick 1x1 015R.jpg,3005 brick 1x1,"[113, 128, 269, 277, '3005 brick 1x1', 0.9668900966644287]","[114, 127, 267, 280]","(114.0, 128.0, 267.0, 277.0)",0.9556086519114688
3005 brick 1x1 017L.jpg,3005 brick 1x1,"[109, 112, 273, 275, '3005 brick 1x1', 0.9538465142250061]","[111, 111, 272, 277]","(111.0, 112.0, 272.0, 275.0)",0.9642844019841998
3005 brick 1x1 030L.jpg,3005 brick 1x1,"[127, 112, 286, 277, '3005 brick 1x1', 0.9739769101142883]","[127, 111, 287, 280]","(127.0, 112.0, 286.0, 277.0)",0.9702292899408284
3010 brick 1x4 010R.jpg,3010 brick 1x4,"[14, 88, 377, 324, '3010 brick 1x4', 0.9867226481437683]","[15, 89, 376, 328]","(15.0, 89.0, 376.0, 324.0)",0.9738612361098357
3010 brick 1x4 011L.jpg,3010 brick 1x4,"[52, 53, 355, 368, '3010 brick 1x4', 0.9902248978614807]","[55, 55, 352, 368]","(55.0, 55.0, 352.0, 368.0)",0.9739745403111739
3010 brick 1x4 015L.jpg,3010 brick 1x4,"[115, 9, 297, 392, '3010 brick 1x4', 0.9761427640914917]","[119, 7, 296, 390]","(119.0, 9.0, 296.0, 390.0)",0.9625606622894661
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[114, 85, 277, 336, '3010 brick 1x4', 0.9814742207527161]","[112, 87, 280, 336]","(114.0, 87.0, 277.0, 336.0)",0.9627354238815883
3010 brick 1x4 044L.jpg,3010 brick 1x4,"[45, 44, 331, 351, '3010 brick 1x4', 0.9894372224807739]","[47, 47, 328, 351]","(47.0, 47.0, 328.0, 351.0)",0.9729163344798524
3020 plate 2x4 009L.jpg,3020 plate 2x4,"[32, 102, 385, 285, '3020 plate 2x4', 0.9820985794067383]","[31, 103, 390, 288]","(32.0, 103.0, 385.0, 285.0)",0.9622274143302181
3020 plate 2x4 024R.jpg,3020 plate 2x4,"[77, 46, 332, 365, '3020 plate 2x4', 0.9728078842163086]","[71, 47, 336, 368]","(77.0, 47.0, 332.0, 365.0)",0.95042194092827
3020 plate 2x4 029L.jpg,3020 plate 2x4,"[71, 83, 354, 317, '3020 plate 2x4', 0.9840721487998962]","[71, 86, 359, 320]","(71.0, 86.0, 354.0, 317.0)",0.9579724798874577
3020 plate 2x4 033R.jpg,3020 plate 2x4,"[72, 43, 319, 330, '3020 plate 2x4', 0.9731919169425964]","[73, 39, 320, 328]","(73.0, 43.0, 319.0, 328.0)",0.9715639810426541
3020 plate 2x4 034L.jpg,3020 plate 2x4,"[0, 106, 399, 313, '3020 plate 2x4', 0.9835635423660278]","[0, 111, 400, 312]","(0.0, 111.0, 399.0, 312.0)",0.9686571490687731
3021 plate 2x3 009R.jpg,3021 plate 2x3,"[91, 57, 300, 346, '3021 plate 2x3', 0.9729328155517578]","[88, 56, 296, 344]","(91.0, 57.0, 296.0, 344.0)",0.957133561086709
