image,classname,pbox,gtbox,ioubox,iou
2357 brick corner 1x2x2 011R.jpg,2357 brick corner 1x2x2,"[87, 91, 323, 309, '2357 brick corner 1x2x2', 1.0]","[88, 95, 320, 312]","(88.0, 95.0, 320.0, 309.0)",0.9521325559987727
2357 brick corner 1x2x2 012R.jpg,2357 brick corner 1x2x2,"[73, 109, 324, 306, '2357 brick corner 1x2x2', 0.9999997615814209]","[71, 111, 328, 304]","(73.0, 111.0, 324.0, 304.0)",0.9572769489180911
2357 brick corner 1x2x2 014L.jpg,2357 brick corner 1x2x2,"[73, 57, 327, 293, '2357 brick corner 1x2x2', 0.995547890663147]","[71, 55, 328, 288]","(73.0, 57.0, 327.0, 288.0)",0.9594937122859806
2357 brick corner 1x2x2 021L.jpg,2357 brick corner 1x2x2,"[78, 104, 315, 314, '2357 brick corner 1x2x2', 0.9915947318077087]","[79, 104, 312, 312]","(79.0, 104.0, 312.0, 312.0)",0.9737592927466345
2420 plate corner 2x2 004R.jpg,2420 plate corner 2x2,"[94, 113, 301, 271, '2420 plate corner 2x2', 0.6910082697868347]","[95, 111, 304, 272]","(95.0, 113.0, 301.0, 271.0)",0.9627591918833378
2780 Peg with friction 001L.jpg,2780 Peg with friction,"[131, 145, 267, 249, '2780 Peg with friction', 0.9968882203102112]","[132, 144, 272, 256]","(132.0, 145.0, 267.0, 249.0)",0.8895083628991384
2780 Peg with friction 015L.jpg,2780 Peg with friction,"[104, 160, 293, 238, '2780 Peg with friction', 0.9998512268066406]","[103, 159, 296, 240]","(104.0, 160.0, 293.0, 238.0)",0.9430051813471503
2780 Peg with friction 015L.jpg,2780 Peg with friction,"[178, 161, 293, 237, '2780 Peg with friction', 0.9990897178649902]","[103, 159, 296, 240]","(178.0, 161.0, 293.0, 237.0)",0.5590737542378302
2780 Peg with friction 015L.jpg,2780 Peg with friction,"[106, 161, 236, 238, '2780 Peg with friction', 0.9047278761863708]","[103, 159, 296, 240]","(106.0, 161.0, 236.0, 238.0)",0.640312160173991
2780 Peg with friction 020L.jpg,2780 Peg with friction,"[107, 161, 294, 235, '2780 Peg with friction', 0.9915885329246521]","[103, 159, 296, 240]","(107.0, 161.0, 294.0, 235.0)",0.8851787884603083
2780 Peg with friction 020L.jpg,2780 Peg with friction,"[188, 160, 293, 235, '2780 Peg with friction', 0.2686222195625305]","[103, 159, 296, 240]","(188.0, 160.0, 293.0, 235.0)",0.5037420840529648
2780 Peg with friction 034L.jpg,2780 Peg with friction,"[124, 112, 276, 286, '2780 Peg with friction', 1.0]","[120, 112, 275, 287]","(124.0, 112.0, 275.0, 286.0)",0.9624528371002601
2780 Peg with friction 034L.jpg,2780 Peg with friction,"[123, 112, 241, 239, '2780 Peg with friction', 0.9987327456474304]","[120, 112, 275, 287]","(123.0, 112.0, 241.0, 239.0)",0.5524792626728111
2780 Peg with friction 034L.jpg,2780 Peg with friction,"[123, 113, 214, 226, '2780 Peg with friction', 0.6599187850952148]","[120, 112, 275, 287]","(123.0, 113.0, 214.0, 226.0)",0.37909677419354837
2780 Peg with friction 045L.jpg,2780 Peg with friction,"[123, 108, 283, 290, '2780 Peg with friction', 1.0]","[122, 111, 280, 288]","(123.0, 111.0, 280.0, 288.0)",0.948527152950814
2780 Peg with friction 045L.jpg,2780 Peg with friction,"[120, 107, 238, 232, '2780 Peg with friction', 0.9999673366546631]","[122, 111, 280, 288]","(122.0, 111.0, 238.0, 232.0)",0.4894002789400279
2780 Peg with friction 045L.jpg,2780 Peg with friction,"[155, 128, 283, 288, '2780 Peg with friction', 0.9999549388885498]","[122, 111, 280, 288]","(155.0, 128.0, 280.0, 288.0)",0.7030865499542994
2780 Peg with friction 045L.jpg,2780 Peg with friction,"[173, 163, 282, 288, '2780 Peg with friction', 0.9775241613388062]","[122, 111, 280, 288]","(173.0, 163.0, 280.0, 288.0)",0.47402183158491634
2780 Peg with friction 045L.jpg,2780 Peg with friction,"[120, 108, 214, 216, '2780 Peg with friction', 0.96770179271698]","[122, 111, 280, 288]","(122.0, 111.0, 214.0, 216.0)",0.33944760699978915
3004 brick 1x2 015L.jpg,3004 brick 1x2,"[82, 122, 312, 289, '3004 brick 1x2', 0.9985456466674805]","[81, 127, 310, 288]","(82.0, 127.0, 310.0, 288.0)",0.9516994633273703
3004 brick 1x2 022R.jpg,3004 brick 1x2,"[126, 84, 266, 301, '3004 brick 1x2', 0.9438834190368652]","[127, 87, 264, 300]","(127.0, 87.0, 264.0, 300.0)",0.960533245556287
3010 brick 1x4 021L.jpg,3010 brick 1x4,"[113, 84, 275, 335, '3010 brick 1x4', 0.36135849356651306]","[112, 87, 280, 336]","(113.0, 87.0, 275.0, 335.0)",0.9493832411739686
3022 Plate 2x2 000R.jpg,3022 Plate 2x2,"[121, 106, 295, 299, '3022 Plate 2x2', 0.9805635213851929]","[121, 105, 296, 304]","(121.0, 106.0, 295.0, 299.0)",0.9643072505384063
3022 Plate 2x2 022R.jpg,3022 Plate 2x2,"[111, 77, 307, 325, '3022 Plate 2x2', 0.2964935898780823]","[113, 79, 304, 327]","(113.0, 79.0, 304.0, 325.0)",0.9590936925903245
3024 plate 1x1 003R.jpg,3024 plate 1x1,"[137, 162, 261, 251, '3024 plate 1x1', 0.9929766058921814]","[136, 159, 264, 256]","(137.0, 162.0, 261.0, 251.0)",0.8888530927835051
3024 plate 1x1 010L.jpg,3024 plate 1x1,"[158, 146, 258, 255, '3024 plate 1x1', 0.9939629435539246]","[159, 144, 256, 256]","(159.0, 146.0, 256.0, 255.0)",0.944777052989009
3024 plate 1x1 018R.jpg,3024 plate 1x1,"[132, 146, 261, 265, '3024 plate 1x1', 0.9284247159957886]","[135, 146, 261, 264]","(135.0, 146.0, 261.0, 264.0)",0.9685362517099864
3040 roof tile 1x2 031L.jpg,3040 roof tile 1x2,"[111, 144, 299, 300, '3040 roof tile 1x2', 0.9965895414352417]","[111, 144, 297, 304]","(111.0, 144.0, 297.0, 300.0)",0.9648842777334398
3040 roof tile 1x2 038L.jpg,3040 roof tile 1x2,"[76, 135, 304, 319, '3040 roof tile 1x2', 0.5937691330909729]","[80, 135, 304, 320]","(80.0, 135.0, 304.0, 319.0)",0.9772382397572079
3045 roof corner outside tile 2x2 002L.jpg,3045 roof corner outside tile 2x2,"[61, 94, 292, 318, '3045 roof corner outside tile 2x2', 0.9999368190765381]","[63, 95, 288, 320]","(63.0, 95.0, 288.0, 318.0)",0.9613173928037706
3045 roof corner outside tile 2x2 083R.jpg,3045 roof corner outside tile 2x2,"[67, 118, 305, 298, '3045 roof corner outside tile 2x2', 0.9999992847442627]","[63, 120, 304, 301]","(67.0, 120.0, 304.0, 298.0)",0.9528176171654432
3045 roof corner outside tile 2x2 090L.jpg,3045 roof corner outside tile 2x2,"[164, 81, 313, 317, '3045 roof corner outside tile 2x2', 0.9965452551841736]","[159, 87, 312, 320]","(164.0, 87.0, 312.0, 317.0)",0.9256791667799744
3045 roof corner outside tile 2x2 095L.jpg,3045 roof corner outside tile 2x2,"[117, 96, 324, 316, '3045 roof corner outside tile 2x2', 1.0]","[119, 95, 328, 314]","(119.0, 96.0, 324.0, 314.0)",0.958580897020656
3062 Round Brick 1x1 000L.jpg,3062 Round Brick 1x1,"[147, 127, 250, 276, '3062 Round Brick 1x1', 0.8025029301643372]","[143, 127, 256, 280]","(147.0, 127.0, 250.0, 276.0)",0.8876742437387934
3062 Round Brick 1x1 001L.jpg,3062 Round Brick 1x1,"[130, 150, 276, 247, '3062 Round Brick 1x1', 0.9559057354927063]","[127, 151, 279, 248]","(130.0, 151.0, 276.0, 247.0)",0.9413028878441907
3062 Round Brick 1x1 008L.jpg,3062 Round Brick 1x1,"[137, 124, 265, 268, '3062 Round Brick 1x1', 0.9779274463653564]","[135, 120, 269, 272]","(137.0, 124.0, 265.0, 268.0)",0.9049489395129615
3062 Round Brick 1x1 012R.jpg,3062 Round Brick 1x1,"[130, 151, 273, 247, '3062 Round Brick 1x1', 0.9766467213630676]","[127, 151, 272, 248]","(130.0, 151.0, 272.0, 247.0)",0.9626438810818445
3062 Round Brick 1x1 016L.jpg,3062 Round Brick 1x1,"[133, 144, 262, 254, '3062 Round Brick 1x1', 0.9968333840370178]","[135, 143, 264, 256]","(135.0, 144.0, 262.0, 254.0)",0.9441102926268838
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[71, 83, 321, 266, '3063 Curved Brick 2 Knobs', 1.0]","[64, 103, 320, 272]","(71.0, 103.0, 320.0, 266.0)",0.8381068412249365
3063 Curved Brick 2 Knobs 011R.jpg,3063 Curved Brick 2 Knobs,"[149, 105, 318, 269, '3063 Curved Brick 2 Knobs', 0.7919095754623413]","[64, 103, 320, 272]","(149.0, 105.0, 318.0, 269.0)",0.640625
3063 Curved Brick 2 Knobs 018L.jpg,3063 Curved Brick 2 Knobs,"[72, 125, 307, 300, '3063 Curved Brick 2 Knobs', 0.5258603096008301]","[72, 127, 304, 304]","(72.0, 127.0, 304.0, 300.0)",0.954414667205669
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[61, 123, 336, 315, '3063 Curved Brick 2 Knobs', 1.0]","[58, 135, 335, 280]","(61.0, 135.0, 335.0, 280.0)",0.7463135155442848
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[138, 134, 336, 292, '3063 Curved Brick 2 Knobs', 1.0]","[58, 135, 335, 280]","(138.0, 135.0, 335.0, 280.0)",0.6660992444734632
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[107, 134, 335, 361, '3063 Curved Brick 2 Knobs', 1.0]","[58, 135, 335, 280]","(107.0, 135.0, 335.0, 280.0)",0.5616622211651178
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[57, 107, 333, 381, '3063 Curved Brick 2 Knobs', 1.0]","[58, 135, 335, 280]","(58.0, 135.0, 333.0, 280.0)",0.5252654319361383
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[65, 97, 341, 279, '3063 Curved Brick 2 Knobs', 0.9999997615814209]","[58, 135, 335, 280]","(65.0, 135.0, 335.0, 279.0)",0.7547023312692898
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[188, 125, 335, 287, '3063 Curved Brick 2 Knobs', 0.9999125003814697]","[58, 135, 335, 280]","(188.0, 135.0, 335.0, 280.0)",0.49960153759609977
3063 Curved Brick 2 Knobs 026L.jpg,3063 Curved Brick 2 Knobs,"[176, 137, 334, 330, '3063 Curved Brick 2 Knobs', 0.999876856803894]","[58, 135, 335, 280]","(176.0, 137.0, 334.0, 280.0)",0.4700717778008946
3068 flat tile 2x2 002R.jpg,3068 flat tile 2x2,"[82, 128, 319, 267, '3068 flat tile 2x2', 0.9706190228462219]","[80, 128, 319, 272]","(82.0, 128.0, 319.0, 267.0)",0.9572001394700139
3068 flat tile 2x2 010R.jpg,3068 flat tile 2x2,"[80, 147, 316, 251, '3068 flat tile 2x2', 0.9985338449478149]","[79, 144, 320, 248]","(80.0, 147.0, 316.0, 248.0)",0.924879714418749
3068 flat tile 2x2 019L.jpg,3068 flat tile 2x2,"[107, 108, 286, 289, '3068 flat tile 2x2', 0.9999796152114868]","[108, 111, 288, 287]","(108.0, 111.0, 286.0, 287.0)",0.9565509450093127
3068 flat tile 2x2 026R.jpg,3068 flat tile 2x2,"[107, 118, 292, 278, '3068 flat tile 2x2', 0.9999988079071045]","[106, 119, 295, 280]","(107.0, 119.0, 292.0, 278.0)",0.9608349121317045
3068 flat tile 2x2 035L.jpg,3068 flat tile 2x2,"[77, 105, 324, 295, '3068 flat tile 2x2', 0.9983603358268738]","[80, 103, 328, 296]","(80.0, 105.0, 324.0, 295.0)",0.9571788413098237
3069 Flat Tile 1x2 012L.jpg,3069 Flat Tile 1x2,"[122, 133, 284, 265, '3069 Flat Tile 1x2', 0.9982128143310547]","[119, 128, 280, 263]","(122.0, 133.0, 280.0, 263.0)",0.9096948491961557
3298 roof tile 2x3 010R.jpg,3298 roof tile 2x3,"[29, 159, 358, 325, '3298 roof tile 2x3', 0.9999932050704956]","[33, 160, 358, 328]","(33.0, 160.0, 358.0, 325.0)",0.9646692691000018
3623 Plate 1x3 000L.jpg,3623 Plate 1x3,"[57, 122, 340, 297, '3623 Plate 1x3', 0.9954577684402466]","[55, 120, 337, 296]","(57.0, 122.0, 337.0, 296.0)",0.9659575311775086
3623 Plate 1x3 027R.jpg,3623 Plate 1x3,"[121, 59, 259, 333, '3623 Plate 1x3', 1.0]","[119, 63, 256, 335]","(121.0, 63.0, 256.0, 333.0)",0.9436648889349143
3659 brick bow 1x4 002R.jpg,3659 brick bow 1x4,"[19, 118, 355, 292, '3659 brick bow 1x4', 1.0]","[24, 127, 359, 288]","(24.0, 127.0, 355.0, 288.0)",0.9015869256276646
3659 brick bow 1x4 002R.jpg,3659 brick bow 1x4,"[24, 75, 361, 375, '3659 brick bow 1x4', 0.9802471399307251]","[24, 127, 359, 288]","(24.0, 127.0, 359.0, 288.0)",0.5334817012858556
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[80, 50, 292, 288, '3659 brick bow 1x4', 1.0]","[79, 12, 312, 400]","(80.0, 50.0, 292.0, 288.0)",0.5581168974824123
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[91, 82, 295, 396, '3659 brick bow 1x4', 1.0]","[79, 12, 312, 400]","(91.0, 82.0, 295.0, 396.0)",0.708552718906243
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[115, 31, 299, 356, '3659 brick bow 1x4', 0.9999992847442627]","[79, 12, 312, 400]","(115.0, 31.0, 299.0, 356.0)",0.6614751559665502
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[71, 89, 267, 352, '3659 brick bow 1x4', 0.9999794960021973]","[79, 12, 312, 400]","(79.0, 89.0, 267.0, 352.0)",0.5344835041293726
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[140, 95, 311, 399, '3659 brick bow 1x4', 0.9999291896820068]","[79, 12, 312, 400]","(140.0, 95.0, 311.0, 399.0)",0.575018804477678
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[76, 39, 261, 250, '3659 brick bow 1x4', 0.9995715022087097]","[79, 12, 312, 400]","(79.0, 39.0, 261.0, 250.0)",0.4218284873183431
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[57, 82, 235, 284, '3659 brick bow 1x4', 0.9963371753692627]","[79, 12, 312, 400]","(79.0, 82.0, 235.0, 284.0)",0.33223684210526316
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[141, 36, 279, 291, '3659 brick bow 1x4', 0.6342397928237915]","[79, 12, 312, 400]","(141.0, 36.0, 279.0, 291.0)",0.3892526879341622
3659 brick bow 1x4 023L.jpg,3659 brick bow 1x4,"[28, 2, 226, 274, '3659 brick bow 1x4', 0.36461180448532104]","[79, 12, 312, 400]","(79.0, 12.0, 226.0, 274.0)",0.36421235791424733
3659 brick bow 1x4 038L.jpg,3659 brick bow 1x4,"[45, 98, 352, 325, '3659 brick bow 1x4', 1.0]","[45, 95, 352, 328]","(45.0, 98.0, 352.0, 325.0)",0.9742489270386266
